coworking_id,coworking_name,operator,address,latitude,longitude,parish,active_status,source_type,source_url,secondary_source_url,website,website_domain,collection_date,verification_status,matched_rule,osm_type,osm_id,duplicate_group,review_note,raw_tags
osm_node_11777100031,Spaces Marquês de Pombal 14,Spaces,"Praça Marquês de Pombal 14, 1250-162, Lisboa",38.7255835,-9.1488177,Santo António,active,OpenStreetMap + official operator website,https://www.openstreetmap.org/node/11777100031,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,spacesworks.com,2026-07-24,verified_official_site,office=coworking,node,11777100031,,Matched to official-site record within 64 m.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""14"", ""addr:postcode"": ""1250-162"", ""addr:street"": ""Praça Marquês de Pombal"", ""alt_name"": ""Spaces Marquês de Pombal"", ""brand"": ""Spaces"", ""brand:wikidata"": ""Q87629680"", ""name"": ""Spaces"", ""office"": ""coworking"", ""phone"": ""+351 211451752""}"
web_022,Spaces Rua Mouzinho da Silveira,Spaces,"Rua Mouzinho da Silveira 32, 1250-167 Lisboa",38.7232439,-9.1505323,Santo António,active,official_operator_website,https://www.spacesworks.com/en/pt/lisboa/sete-rios/coworking,,https://www.spacesworks.com/en/pt/lisboa/sete-rios/coworking,spacesworks.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official operator location listing.,
osm_way_98057563,The Base Lisbon,,"Travessa do Fala-Só 13B, Lisboa",38.7161181,-9.1440735,Santo António,active,OpenStreetMap,https://www.openstreetmap.org/way/98057563,,https://baselisbon.com/,baselisbon.com,2026-07-24,verified_official_site,office=coworking|name_keyword_cowork,way,98057563,,"Official site publishes current hot-desk pricing, hours and address; reviewed 2026-07-25.","{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""13"", ""addr:street"": ""Travessa do Fala-Só"", ""addr:unit"": ""B"", ""building"": ""yes"", ""description"": ""24/7 for members"", ""name"": ""The Base Coworking Lisbon"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 09:00-16:00"", ""website"": ""https://baselisbon.com/""}"
web_001,Venture X Lisboa,Venture X,"Avenida da Liberdade 224, 1250-148 Lisboa",38.7224782,-9.1468965,Santo António,active,official_operator_website,https://venturex.pt/,,https://venturex.pt/,venturex.pt,2026-07-24,verified_official_site,official_site_discovery,,,,Official site describes active coworking and shared workspaces.,
osm_node_11892515134,WeWork — Rua Alexandre Herculano 50,WeWork,"Rua Alexandre Herculano 50, 1250-096 Lisboa",38.7218325,-9.1515312,Santo António,active,OpenStreetMap,https://www.openstreetmap.org/node/11892515134,https://www.openstreetmap.org/node/11892515135,https://www.wework.com/pt-PT/buildings/50-r-alexandre-herculano--lisbon,wework.com,2026-07-24,verified_official_site,office=coworking,node,11892515134,,"Official location page lists coworking, current hours and address; reviewed 2026-07-25.","{""addr:housenumber"": ""50"", ""addr:postcode"": ""1250-011 Coração de Jesus"", ""addr:street"": ""Rua Alexandre Herculano"", ""brand"": ""WeWork"", ""brand:wikidata"": ""Q19995004"", ""fee"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""name"": ""WeWork"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 09:00-18:00"", ""phone"": ""+351 210 203 005"", ""website"": ""https://www.wework.com/pt-PT/l/office-space/lisbon""}"
web_004,Business Networking Lounge,Business Networking Lounge,"Rua Mário Gomes Páscoa 8C, 1600-824 Lisboa",38.7518526,-9.1717533,São Domingos de Benfica,active,official_operator_website,https://www.bn-lounge.com/,,https://www.bn-lounge.com/,bn-lounge.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official site describes an active coworking space.,
web_020,Spaces Laranjeiras Palace,Spaces,"Estrada das Laranjeiras 191-193, 1600-134 Lisboa",38.7441954,-9.1680312,São Domingos de Benfica,active,official_operator_website,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,,https://www.spacesworks.com/en/pt/lisboa/portela/coworking,spacesworks.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official operator location listing.,
osm_node_5904542939,Heden Graça,,"Travessa da Pereira 35A, 1170-312 Lisboa",38.7173221,-9.128739,São Vicente,active,OpenStreetMap,https://www.openstreetmap.org/node/5904542939,,https://heden.co/,heden.co,2026-07-24,verified_official_site,office=coworking,node,5904542939,,Current operator profile lists this location and recent activity; reviewed 2026-07-25.,"{""addr:city"": ""Lisboa"", ""addr:housenumber"": ""35A"", ""addr:postcode"": ""1170-165"", ""addr:street"": ""Travessa do Pereira"", ""email"": ""info@heden.co"", ""internet_access"": ""wlan"", ""name"": ""Heden Graça"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 09:00-19:00"", ""phone"": ""+351 919 237 074"", ""website"": ""https://www.heden.co/""}"
web_006,Heden Rossio,Heden,"Largo do Duque de Cadaval 17 Fracção I, 1200-160 Lisboa",38.7145909,-9.1418412,Santa Maria Maior,active,official_operator_website,https://heden.co/coworking-rossio/,,https://heden.co/coworking-rossio/,heden.co,2026-07-24,verified_official_site,official_site_discovery,,,,Address and current operation confirmed on the official Heden website. Coordinates use the OpenStreetMap point for Lisboa - Rossio station containing the workspace; parish confirmed as Santa Maria Maior.,
web_007,Heden Santa Apolónia,Heden,"Terminal de Cruzeiros de Lisboa - Edifício NE, Doca, R. do Jardim do Tabaco 1st floor, 1100-651 Lisboa",38.7102209,-9.1263576,Santa Maria Maior,active,official_operator_website,https://heden.co/about-heden-coworking/,,https://heden.co/about-heden-coworking/,heden.co,2026-07-24,verified_official_site,official_site_discovery,,,,Address and current operation confirmed on the official Heden website. Coordinates use the OpenStreetMap point for Terminal de Cruzeiros de Lisboa; parish confirmed as Santa Maria Maior.,
web_019,Spaces Torres de Lisboa,Spaces,"Centro Empresarial Torres de Lisboa, Rua Tomás da Fonseca, Torre G, 1600-209 Lisboa",38.7564410,-9.1749607,São Domingos de Benfica,active,official_operator_website,https://www.spacesworks.com/en/pt/77,,https://www.spacesworks.com/en/pt/77,spacesworks.com,2026-07-24,verified_official_site,official_site_discovery,,,,Official Spaces page confirms coworking at Torre G. The broader complex also uses postcode 1600-160 and includes Torre E; the coworking-specific official address is Torre G 1600-209. Coordinates use the OpenStreetMap Torre G building centroid.,
